Genome1,Genome2,DDH,CI,Distance,Prob_DDH_70,styled_Genome1,styled_Genome2
Cna_MSK194,Cna_MSK194,100,[100 - NaN%],0,98.3,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#8200E7;'>Cna</span> MSK194
Cna_MSK194,Ctu_DSM_44922,36.3,[33.8 - 38.8%],0.1129,0.98,<span style='color:#8200E7;'>Cna</span> MSK194,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cna_MSK194,Ctu_KPL3807,35.2,[32.8 - 37.7%],0.1173,0.7,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#002BFF;'>Ctu</span> KPL3807
Cna_MSK194,Ctu_MSK207,35.5,[33.1 - 38%],0.1161,0.77,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#002BFF;'>Ctu</span> MSK207
Cna_MSK194,Ctu_SK141,36.5,[34 - 39%],0.1123,1.03,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#002BFF;'>Ctu</span> SK141
Cna_MSK194,Cyo_c21Ua_68,40.1,[37.6 - 42.7%],0.099,2.81,<span style='color:#8200E7;'>Cna</span> MSK194,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cna_MSK194,Cyo_KPL2619,39.9,[37.4 - 42.4%],0.0998,2.65,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cna_MSK194,Cyo_MSK136,40.1,[37.6 - 42.6%],0.0992,2.76,<span style='color:#8200E7;'>Cna</span> MSK194,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Ctu_DSM_44922,Ccu_c8Ua_181,34.5,[32 - 37%],0.1205,0.55,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>","<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Ctu_DSM_44922,Ccu_CTNIH19,34.4,[32 - 36.9%],0.1207,0.54,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Ctu_DSM_44922,Cha_CTNIH20,37,[34.6 - 39.6%],0.11,1.23,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0ABF00;'>Cha</span> CTNIH20
Ctu_DSM_44922,Cha_CTNIH21,37,[34.5 - 39.5%],0.1102,1.2,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0ABF00;'>Cha</span> CTNIH21
Ctu_DSM_44922,Cha_CTNIH22,37.1,[34.6 - 39.6%],0.1099,1.23,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>","<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Ctu_DSM_44922,Cha_CTNIH23,37.3,[34.9 - 39.8%],0.109,1.32,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0ABF00;'>Cha</span> CTNIH23
Ctu_DSM_44922,Cke_CTNIH24,36.1,[33.6 - 38.6%],0.1138,0.92,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> CTNIH24
Ctu_DSM_44922,Cke_CTNIH27,35.9,[33.5 - 38.5%],0.1143,0.88,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> CTNIH27
Ctu_DSM_44922,Cke_EYE_437,36.7,[34.2 - 39.2%],0.1115,1.09,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Ctu_DSM_44922,Cke_FDAARGOS_1055,36.3,[33.8 - 38.8%],0.113,0.98,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Ctu_DSM_44922,Cke_LK1134,36.4,[33.9 - 38.9%],0.1126,1.01,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Ctu_DSM_44922,Cke_YSMAA5_1_D11,36.4,[34 - 38.9%],0.1124,1.02,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Ctu_DSM_44922,Cmq_c19Ua_121,55.6,[52.8 - 58.3%],0.0598,36.95,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>","<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Ctu_DSM_44922,Cmq_KPL4083,53.7,[51 - 56.4%],0.0634,30.69,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#39D9E5;'>Cmq</span> KPL4083
Ctu_DSM_44922,Cmq_MSK144,55.1,[52.4 - 57.9%],0.0606,35.49,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#39D9E5;'>Cmq</span> MSK144
Ctu_DSM_44922,Cna_KPL2825,36.1,[33.6 - 38.6%],0.1138,0.92,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> KPL2825
Ctu_DSM_44922,Cna_KPL3649,36.3,[33.9 - 38.8%],0.1129,0.99,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> KPL3649
Ctu_DSM_44922,Cna_KPL3804,36.3,[33.8 - 38.8%],0.113,0.97,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>","<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Ctu_DSM_44922,Cna_KPL4035,36.2,[33.7 - 38.7%],0.1135,0.94,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> KPL4035
Ctu_DSM_44922,Cna_KPL4072,35.9,[33.4 - 38.4%],0.1147,0.86,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> KPL4072
Ctu_DSM_44922,Cna_MSK071,36.3,[33.8 - 38.8%],0.1129,0.98,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> MSK071
Ctu_DSM_44922,Cna_MSK185,36.3,[33.9 - 38.8%],0.1128,0.99,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> MSK185
Ctu_DSM_44922,Cna_MSK194,36.3,[33.8 - 38.8%],0.1129,0.98,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> MSK194
Ctu_DSM_44922,Ctu_DSM_44922,100,[100 - NaN%],0,98.3,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>","<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Ctu_DSM_44922,Ctu_KPL3807,60.6,[57.8 - 63.4%],0.0505,54.44,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#002BFF;'>Ctu</span> KPL3807
Ctu_DSM_44922,Ctu_MSK207,63.4,[60.5 - 66.2%],0.0459,62.98,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#002BFF;'>Ctu</span> MSK207
Ctu_DSM_44922,Ctu_SK141,67.2,[64.3 - 70.1%],0.0401,72.74,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#002BFF;'>Ctu</span> SK141
Ctu_DSM_44922,Cyo_c21Ua_68,36.4,[34 - 38.9%],0.1124,1.02,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>","<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Ctu_DSM_44922,Cyo_KPL2619,36.5,[34.1 - 39%],0.112,1.05,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Ctu_DSM_44922,Cyo_MSK136,36.5,[34.1 - 39%],0.112,1.05,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Ctu_KPL3807,Ccu_c8Ua_181,34.8,[32.4 - 37.3%],0.1189,0.62,<span style='color:#002BFF;'>Ctu</span> KPL3807,"<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Ctu_KPL3807,Ccu_CTNIH19,34.8,[32.4 - 37.4%],0.1188,0.63,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Ctu_KPL3807,Cha_CTNIH20,37.9,[35.4 - 40.4%],0.1068,1.56,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#0ABF00;'>Cha</span> CTNIH20
Ctu_KPL3807,Cha_CTNIH21,38.1,[35.7 - 40.6%],0.106,1.66,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#0ABF00;'>Cha</span> CTNIH21
Ctu_KPL3807,Cha_CTNIH22,37.6,[35.2 - 40.2%],0.10780000000000001,1.45,<span style='color:#002BFF;'>Ctu</span> KPL3807,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Ctu_KPL3807,Cha_CTNIH23,38.6,[36.1 - 41.1%],0.1043,1.89,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#0ABF00;'>Cha</span> CTNIH23
Ctu_KPL3807,Cke_CTNIH24,35.2,[32.8 - 37.7%],0.1174,0.7,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#8200E7;'>Cna</span> CTNIH24
Ctu_KPL3807,Cke_CTNIH27,35.3,[32.8 - 37.8%],0.1171,0.71,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#8200E7;'>Cna</span> CTNIH27
Ctu_KPL3807,Cke_EYE_437,35.5,[33.1 - 38.1%],0.1159,0.78,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Ctu_KPL3807,Cke_FDAARGOS_1055,35.3,[32.9 - 37.8%],0.1169,0.72,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Ctu_KPL3807,Cke_LK1134,35.4,[33 - 38%],0.1164,0.76,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Ctu_KPL3807,Cke_YSMAA5_1_D11,35.3,[32.8 - 37.8%],0.1171,0.72,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Ctu_KPL3807,Cmq_c19Ua_121,55.4,[52.7 - 58.2%],0.06,36.54,<span style='color:#002BFF;'>Ctu</span> KPL3807,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Ctu_KPL3807,Cmq_KPL4083,53.1,[50.4 - 55.8%],0.0648,28.54,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#39D9E5;'>Cmq</span> KPL4083
Ctu_KPL3807,Cmq_MSK144,54.5,[51.8 - 57.2%],0.0619,33.34,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#39D9E5;'>Cmq</span> MSK144
Ctu_KPL3807,Cna_KPL2825,35.1,[32.7 - 37.7%],0.1176,0.69,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#8200E7;'>Cna</span> KPL2825
Ctu_KPL3807,Cna_KPL3649,35.3,[32.9 - 37.8%],0.1168,0.73,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#8200E7;'>Cna</span> KPL3649
Ctu_KPL3807,Cna_KPL3804,35.2,[32.8 - 37.7%],0.1172,0.71,<span style='color:#002BFF;'>Ctu</span> KPL3807,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Ctu_KPL3807,Cna_KPL4035,35.3,[32.9 - 37.8%],0.1169,0.72,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#8200E7;'>Cna</span> KPL4035
Ctu_KPL3807,Cna_KPL4072,35,[32.6 - 37.5%],0.1181,0.66,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#8200E7;'>Cna</span> KPL4072
Ctu_KPL3807,Cna_MSK071,35.3,[32.9 - 37.8%],0.1168,0.73,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#8200E7;'>Cna</span> MSK071
Ctu_KPL3807,Cna_MSK185,35.3,[32.9 - 37.8%],0.1169,0.72,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#8200E7;'>Cna</span> MSK185
Ctu_KPL3807,Cna_MSK194,35.2,[32.8 - 37.7%],0.1173,0.7,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#8200E7;'>Cna</span> MSK194
Ctu_KPL3807,Ctu_DSM_44922,60.6,[57.8 - 63.4%],0.0505,54.44,<span style='color:#002BFF;'>Ctu</span> KPL3807,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Ctu_KPL3807,Ctu_KPL3807,100,[100 - NaN%],0,98.3,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#002BFF;'>Ctu</span> KPL3807
Ctu_KPL3807,Ctu_MSK207,64,[61.1 - 66.8%],0.045,64.69,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#002BFF;'>Ctu</span> MSK207
Ctu_KPL3807,Ctu_SK141,60,[57.1 - 62.8%],0.0516,52.29,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#002BFF;'>Ctu</span> SK141
Ctu_KPL3807,Cyo_c21Ua_68,35.9,[33.5 - 38.4%],0.1145,0.87,<span style='color:#002BFF;'>Ctu</span> KPL3807,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Ctu_KPL3807,Cyo_KPL2619,35.9,[33.5 - 38.5%],0.1143,0.88,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Ctu_KPL3807,Cyo_MSK136,35.9,[33.5 - 38.4%],0.1144,0.88,<span style='color:#002BFF;'>Ctu</span> KPL3807,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Ctu_MSK207,Ccu_c8Ua_181,34.7,[32.3 - 37.2%],0.1194,0.6,<span style='color:#002BFF;'>Ctu</span> MSK207,"<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Ctu_MSK207,Ccu_CTNIH19,34.6,[32.2 - 37.1%],0.1198,0.58,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Ctu_MSK207,Cha_CTNIH20,37.2,[34.7 - 39.7%],0.1094,1.28,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#0ABF00;'>Cha</span> CTNIH20
Ctu_MSK207,Cha_CTNIH21,37.3,[34.9 - 39.8%],0.1089,1.33,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#0ABF00;'>Cha</span> CTNIH21
Ctu_MSK207,Cha_CTNIH22,37,[34.5 - 39.5%],0.1103,1.2,<span style='color:#002BFF;'>Ctu</span> MSK207,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Ctu_MSK207,Cha_CTNIH23,37.6,[35.1 - 40.1%],0.1079,1.44,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#0ABF00;'>Cha</span> CTNIH23
Ctu_MSK207,Cke_CTNIH24,35.3,[32.9 - 37.8%],0.1169,0.73,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#8200E7;'>Cna</span> CTNIH24
Ctu_MSK207,Cke_CTNIH27,35.3,[32.8 - 37.8%],0.1171,0.72,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#8200E7;'>Cna</span> CTNIH27
Ctu_MSK207,Cke_EYE_437,35.7,[33.3 - 38.2%],0.1152,0.83,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Ctu_MSK207,Cke_FDAARGOS_1055,35.5,[33.1 - 38.1%],0.1159,0.78,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Ctu_MSK207,Cke_LK1134,35.8,[33.3 - 38.3%],0.115,0.84,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Ctu_MSK207,Cke_YSMAA5_1_D11,35.6,[33.1 - 38.1%],0.1157,0.79,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Ctu_MSK207,Cmq_c19Ua_121,55.8,[53 - 58.5%],0.0594,37.71,<span style='color:#002BFF;'>Ctu</span> MSK207,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Ctu_MSK207,Cmq_KPL4083,53.1,[50.4 - 55.8%],0.0647,28.64,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#39D9E5;'>Cmq</span> KPL4083
Ctu_MSK207,Cmq_MSK144,54.8,[52 - 57.4%],0.0614,34.11,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#39D9E5;'>Cmq</span> MSK144
Ctu_MSK207,Cna_KPL2825,35.2,[32.7 - 37.7%],0.1174,0.7,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#8200E7;'>Cna</span> KPL2825
Ctu_MSK207,Cna_KPL3649,35.4,[33 - 37.9%],0.1165,0.75,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#8200E7;'>Cna</span> KPL3649
Ctu_MSK207,Cna_KPL3804,35.5,[33.1 - 38.1%],0.1159,0.78,<span style='color:#002BFF;'>Ctu</span> MSK207,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Ctu_MSK207,Cna_KPL4035,35.3,[32.9 - 37.8%],0.1168,0.73,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#8200E7;'>Cna</span> KPL4035
Ctu_MSK207,Cna_KPL4072,35.2,[32.8 - 37.7%],0.1174,0.7,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#8200E7;'>Cna</span> KPL4072
Ctu_MSK207,Cna_MSK071,35.4,[33 - 37.9%],0.1165,0.75,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#8200E7;'>Cna</span> MSK071
Ctu_MSK207,Cna_MSK185,35.6,[33.1 - 38.1%],0.1158,0.79,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#8200E7;'>Cna</span> MSK185
Ctu_MSK207,Cna_MSK194,35.5,[33.1 - 38%],0.1161,0.77,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#8200E7;'>Cna</span> MSK194
Ctu_MSK207,Ctu_DSM_44922,63.4,[60.5 - 66.2%],0.0459,62.98,<span style='color:#002BFF;'>Ctu</span> MSK207,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Ctu_MSK207,Ctu_KPL3807,64,[61.1 - 66.8%],0.045,64.69,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#002BFF;'>Ctu</span> KPL3807
Ctu_MSK207,Ctu_MSK207,100,[100 - NaN%],0,98.3,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#002BFF;'>Ctu</span> MSK207
Ctu_MSK207,Ctu_SK141,62.6,[59.7 - 65.4%],0.0473,60.51,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#002BFF;'>Ctu</span> SK141
Ctu_MSK207,Cyo_c21Ua_68,35.9,[33.4 - 38.4%],0.1145,0.87,<span style='color:#002BFF;'>Ctu</span> MSK207,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Ctu_MSK207,Cyo_KPL2619,36,[33.5 - 38.5%],0.1143,0.89,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Ctu_MSK207,Cyo_MSK136,36,[33.5 - 38.5%],0.1142,0.89,<span style='color:#002BFF;'>Ctu</span> MSK207,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Ctu_SK141,Ccu_c8Ua_181,34.5,[32 - 37%],0.1204,0.56,<span style='color:#002BFF;'>Ctu</span> SK141,"<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Ctu_SK141,Ccu_CTNIH19,34.5,[32.1 - 37%],0.1202,0.56,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Ctu_SK141,Cha_CTNIH20,36.8,[34.3 - 39.3%],0.111,1.13,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#0ABF00;'>Cha</span> CTNIH20
Ctu_SK141,Cha_CTNIH21,36.8,[34.4 - 39.3%],0.1108,1.15,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#0ABF00;'>Cha</span> CTNIH21
Ctu_SK141,Cha_CTNIH22,36.9,[34.4 - 39.4%],0.1107,1.16,<span style='color:#002BFF;'>Ctu</span> SK141,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Ctu_SK141,Cha_CTNIH23,37.1,[34.6 - 39.6%],0.1099,1.23,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#0ABF00;'>Cha</span> CTNIH23
Ctu_SK141,Cke_CTNIH24,36,[33.6 - 38.5%],0.114,0.9,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#8200E7;'>Cna</span> CTNIH24
Ctu_SK141,Cke_CTNIH27,36.1,[33.6 - 38.6%],0.1137,0.92,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#8200E7;'>Cna</span> CTNIH27
Ctu_SK141,Cke_EYE_437,36.6,[34.1 - 39.1%],0.1118,1.07,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Ctu_SK141,Cke_FDAARGOS_1055,36.2,[33.8 - 38.8%],0.1131,0.97,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Ctu_SK141,Cke_LK1134,36.4,[34 - 38.9%],0.1125,1.01,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Ctu_SK141,Cke_YSMAA5_1_D11,36.6,[34.1 - 39.1%],0.1118,1.07,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Ctu_SK141,Cmq_c19Ua_121,55.3,[52.5 - 58%],0.0603,35.97,<span style='color:#002BFF;'>Ctu</span> SK141,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Ctu_SK141,Cmq_KPL4083,53.1,[50.4 - 55.8%],0.0647,28.64,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#39D9E5;'>Cmq</span> KPL4083
Ctu_SK141,Cmq_MSK144,53.9,[51.2 - 56.6%],0.063,31.36,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#39D9E5;'>Cmq</span> MSK144
Ctu_SK141,Cna_KPL2825,36,[33.6 - 38.5%],0.114,0.9,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#8200E7;'>Cna</span> KPL2825
Ctu_SK141,Cna_KPL3649,36.2,[33.8 - 38.8%],0.1131,0.97,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#8200E7;'>Cna</span> KPL3649
Ctu_SK141,Cna_KPL3804,36.5,[34 - 39%],0.1122,1.04,<span style='color:#002BFF;'>Ctu</span> SK141,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Ctu_SK141,Cna_KPL4035,36.3,[33.8 - 38.8%],0.113,0.97,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#8200E7;'>Cna</span> KPL4035
Ctu_SK141,Cna_KPL4072,36,[33.6 - 38.6%],0.1139,0.91,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#8200E7;'>Cna</span> KPL4072
Ctu_SK141,Cna_MSK071,36.2,[33.8 - 38.8%],0.1131,0.97,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#8200E7;'>Cna</span> MSK071
Ctu_SK141,Cna_MSK185,36.5,[34.1 - 39%],0.112,1.05,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#8200E7;'>Cna</span> MSK185
Ctu_SK141,Cna_MSK194,36.5,[34 - 39%],0.1123,1.03,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#8200E7;'>Cna</span> MSK194
Ctu_SK141,Ctu_DSM_44922,67.2,[64.3 - 70.1%],0.0401,72.74,<span style='color:#002BFF;'>Ctu</span> SK141,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Ctu_SK141,Ctu_KPL3807,60,[57.1 - 62.8%],0.0516,52.29,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#002BFF;'>Ctu</span> KPL3807
Ctu_SK141,Ctu_MSK207,62.6,[59.7 - 65.4%],0.0473,60.51,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#002BFF;'>Ctu</span> MSK207
Ctu_SK141,Ctu_SK141,100,[100 - NaN%],0,98.3,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#002BFF;'>Ctu</span> SK141
